Name,First Name,District,ballotpedia.org,Party,Election,Incumbent,Sex,Date of Birth,Marital Status,Number of children,Race,Ethnicity,Profession,Compensation,Education,Religion,Citizen voting- age population (District),Voters' Average Age (District),female voters,male voters,Race: White,Race: Black/African American,Race: American Indian/Alaskan Native,Race: Asian,Race: Native Hawaiian/or other Pacific Islander,Race: some other race,Etnicity Composition: Hispanic,Ethnic composition: Latino,Ethnic composition: Spanish,Unemployment rate,Median household income (dollars),Poverty rate,Proper helath insurance rate,Highest education achieved on average,,,,,,,,,,,
Smith,Christy,CA-25,https://ballotpedia.org/Christy_Smith,Dem,House,no,,,,,,,,,,,"482,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garcia,Mike,CA-25,https://ballotpedia.org/Mike_Garcia,Rep,House,no,,,,,,,,,,,"482,964",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brownley,Julia,CA-26,https://ballotpedia.org/Julia_Brownley,Dem,House,yes,,,,,,,,,,,"480,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baldwin-Kennedy,Ronda,CA-26,https://ballotpedia.org/Ronda_Baldwin-Kennedy,Rep,House,no,,,,,,,,,,,"480,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chu,Judy,CA-27,https://ballotpedia.org/Judy_Chu,Dem,House,yes,,,,,,,,,,,"471,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardenas,Beatrice,CA-27,https://ballotpedia.org/Beatrice_Cardenas,Rep,House,no,,,,,,,,,,,"471,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalbandian,Johnny,CA-27,https://ballotpedia.org/Johnny_Nalbandian,Rep,House,no,,,,,,,,,,,"471,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daly,Christian,CA-27,https://ballotpedia.org/Christian_Daly,Ind,House,no,,,,,,,,,,,"471,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schiff,Adam,CA-28,https://ballotpedia.org/Adam_Schiff,Dem,House,yes,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,Chad,CA-28,https://ballotpedia.org/Chad_Anderson_(California),Dem,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genovese,Sal,CA-28,https://ballotpedia.org/Sal_Genovese,Dem,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girl,Maebe A.,CA-28,https://ballotpedia.org/Maebe_A._Girl,Dem,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khachig Manoogian,Ara,CA-28,https://ballotpedia.org/Ara_Khachig_Manoogian,Dem,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bodell,William,CA-28,https://ballotpedia.org/William_Bodell,Rep,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early,Eric,CA-28,https://ballotpedia.org/Eric_Early,Rep,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbosa,Jennifer,CA-28,https://ballotpedia.org/Jennifer_Barbosa,Ind,House,no,,,,,,,,,,,"502,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cárdenas,Tony,CA-29,https://ballotpedia.org/Tony_Cárdenas,Dem,House,yes,,,,,,,,,,,"402,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duenas,Angelica,CA-29,https://ballotpedia.org/Angelica_Dueñas,Dem,House,no,,,,,,,,,,,"402,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherman,Brad,CA-30,https://ballotpedia.org/Brad_Sherman,Dem,House,yes,,,,,,,,,,,"529,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed,Mark,CA-30,https://ballotpedia.org/Mark_Reed_(California),Rep,House,no,,,,,,,,,,,"529,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguilar ,Pete,CA-31,https://ballotpedia.org/Pete_Aguilar ,Dem,House,yes,,,,,,,,,,,"482,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibboney,Agnes,CA-31,https://ballotpedia.org/Agnes_Gibboney,Rep,House,no,,,,,,,,,,,"482,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napolitano ,Grace,CA-32,https://ballotpedia.org/Grace_Napolitano ,Dem,House,yes,,,,,,,,,,,"449,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott,Joshua,CA-32,https://ballotpedia.org/Joshua_Scott,Rep,House,not,,,,,,,,,,,"449,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lieu,Ted,CA-33,https://ballotpedia.org/Ted_Lieu,Dem,House,yes,,,,,,,,,,,"517,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley,James P.,CA-33,https://ballotpedia.org/James_P._Bradley_(California),Rep,House,no,,,,,,,,,,,"517,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gomez,Jimmy,CA-34,https://ballotpedia.org/Jimmy_Gomez,Dem,House,yes,,,,,,,,,,,"425,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim ,David,CA-34,https://ballotpedia.org/David_Kim_(California),Dem,House,no,,,,,,,,,,,"425,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torres,Norma,CA-35,https://ballotpedia.org/Norma_Torres,Dem,House,yes,,,,,,,,,,,"450,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cargile,Mike,CA-35,https://ballotpedia.org/Mike_Cargile,Rep,House,no,,,,,,,,,,,"450,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruiz ,Raul,CA-36,https://ballotpedia.org/Raul_Ruiz ,Dem,House,yes,,,,,,,,,,,"536,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruz,Erin,CA-36,https://ballotpedia.org/Erin_Cruz,Rep,House,no,,,,,,,,,,,"536,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bass,Karen,CA-37,https://ballotpedia.org/Karen_Bass,Dem,House,yes,,,,,,,,,,,"468,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Webber,Errol,CA-37,https://ballotpedia.org/Errol_Webber,Rep,House,no,,,,,,,,,,,"468,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson,Larry,CA-37,https://ballotpedia.org/Larry_Thompson_(California),Ind,House,no,,,,,,,,,,,"468,463",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sánchez,Linda,CA-38,https://ballotpedia.org/Linda_Sánchez,Dem,House,yes,,,,,,,,,,,"481,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tolar,Michael,CA-38,https://ballotpedia.org/Michael_Tolar,Dem,House,no,,,,,,,,,,,"481,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisneros,Gil,CA-39,https://ballotpedia.org/Gil_Cisneros,Dem,House,yes,Male,,,,,,,,,,"486,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim,Young,CA-39,https://ballotpedia.org/Young_Kim_(California),Rep,House,no,,,,,,,,,,,"486,713",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roybal-Allard,Lucille,CA-40,https://ballotpedia.org/Lucille_Roybal-Allard,Dem,House,yes,,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix,Anthony,CA-40,https://ballotpedia.org/Anthony_Felix_Jr.,Dem,House,no,Male,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanchez,David,CA-40,https://ballotpedia.org/David_Sanchez_(California),Dem,House,no,,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delgado,C. Antonio,CA-40,https://ballotpedia.org/C._Antonio_Delgado_(California),Rep,House,no,,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham,Michael,CA-40,https://ballotpedia.org/Michael_Graham_Jr._(California),AIP,House,no,,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barragan,Rodolfo,CA-40,https://ballotpedia.org/Rodolfo_Cortes_Barragan,Green,House,no,,,,,,,,,,,"340,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takano,Mark,CA-41,https://ballotpedia.org/Mark_Takano,Dem,House,yes,,,,,,,,,,,"478,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith,Aja,CA-41,https://ballotpedia.org/Aja_Smith,Rep,House,no,,,,,,,,,,,"478,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvert,Ken,CA-42,https://ballotpedia.org/Ken_Calvert,Rep,House,yes,,,,,,,,,,,"538,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marston,Regina,CA-42,https://ballotpedia.org/Regina_Marston,Dem,House,no,,,,,,,,,,,"538,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,
O'Mara,William,CA-42,https://ballotpedia.org/William_O'Mara,Dem,House,no,,,,,,,,,,,"538,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waters,Maxine,CA-43,https://ballotpedia.org/Maxine_Waters,Dem,House,yes,,,,,,,,,,,"454,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collins,Joe,CA-43,https://ballotpedia.org/Joe_Collins_(California),Rep,House,no,,,,,,,,,,,"454,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navarro,Omar,CA-43,https://ballotpedia.org/Omar_Navarro,Rep,House,no,,,,,,,,,,,"454,185",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barragán,Nanette,CA-44,https://ballotpedia.org/Nanette_Barragán,Dem,House,yes,,,,,,,,,,,"395,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffin,Morris,CA-44,https://ballotpedia.org/Morris_Griffin,Dem,House,no,,,,,,,,,,,"395,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joya,Analilia,CA-44,https://ballotpedia.org/Analilia_Joya,Dem,House,no,,,,,,,,,,,"395,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earley,Billy,CA-44,https://ballotpedia.org/Billy_Earley,Rep,House,no,,,,,,,,,,,"395,819",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porter,Ketie,CA-45,https://ballotpedia.org/Katie_Porter,Dem,House,yes,Female,,,,,,,,,,"532,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raths,Greg,CA-45,https://ballotpedia.org/Greg_Raths,Rep,House,no,,,,,,,,,,,"532,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Correa,Lou,CA-46,https://ballotpedia.org/Lou_Correa,Dem,House,yes,,,,,,,,,,,"408,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waters,James,CA-46,https://ballotpedia.org/James_Waters,Rep,House,no,,,,,,,,,,,"408,633",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowenthal,Alan,CA-47,https://ballotpedia.org/Alan_Lowenthal,Dem,House,yes,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathews,Peter,CA-47,https://ballotpedia.org/Peter_Mathews,Dem,House,no,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLeod,Jalen,CA-47,https://ballotpedia.org/Jalen_McLeod,Dem,House,no,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briscoe,John,CA-47,https://ballotpedia.org/John_Briscoe,Rep,House,no,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moua,Sou,CA-47,https://ballotpedia.org/Sou_Moua,Rep,House,no,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phan West,Amy ,CA-47,https://ballotpedia.org/Amy_Phan_West,Rep,House,no,,,,,,,,,,,"491,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rouda,Harley,CA-48,https://ballotpedia.org/Harley_Rouda,Dem,House,yes,Male,,,,,,,,,,"529,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel,Michelle,CA-48,https://ballotpedia.org/Michelle_Steel,Rep,House,no,,,,,,,,,,,"529,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levin,Mike,CA-49,https://ballotpedia.org/Mike_Levin,Dem,House,yes,Male,,,,,,,,,,"519,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryott,Brian,CA-49,https://ballotpedia.org/Brian_Maryott,Rep,House,no,,,,,,,,,,,"519,302",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campa-Najjar,Ammar,CA-50,https://ballotpedia.org/Ammar_Campa-Najjar,Dem,House,no,,,,,,,,,,,"513,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issa,Darrell,CA-50,https://ballotpedia.org/Darrell_Issa,Rep,House,no,,,,,,,,,,,"513,522",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vargas,Juan,CA-51,https://ballotpedia.org/Juan_Vargas,Dem,House,yes,,,,,,,,,,,"445,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hidalgo,Juan,CA-51,https://ballotpedia.org/Juan_Hidalgo_Jr.,Rep,House,no,,,,,,,,,,,"445,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peters,Scott,CA-52,https://ballotpedia.org/Scott_Peters,Dem,House,yes,,,,,,,,,,,"546,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeBello,Jim,CA-52,https://ballotpedia.org/Jim_DeBello,Rep,House,no,,,,,,,,,,,"546,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gomez,Georgette,CA-53,https://ballotpedia.org/Georgette_Gomez,Dem,House,no,,,,,,,,,,,"563,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacobs,Sara,CA-53,https://ballotpedia.org/Sara_Jacobs,Dem,House,no,,,,,,,,,,,"563,962",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dang,Betty,CT-01,https://ballotpedia.org/Betty_Dang,Rep,House,no,,,,,,,,,,,"523,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,CT-02,NA,Dem,House,no,,,,,,,,,,,"548,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtney,Joe,CT-02,https://ballotpedia.org/Joe_Courtney,Dem,House,yes,,,,,,,,,,,"548,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson,Justin,CT-02,https://ballotpedia.org/Justin_Anderson_(Connecticut),Rep ,House,no,,,,,,,,,,,"548,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmer,Thomas,CT-02,https://ballotpedia.org/Thomas_Gilmer,Rep,House,no,,,,,,,,,,,"548,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streicker,Margaret,CT-03,https://ballotpedia.org/Margaret_Streicker,Rep,House,no,,,,,,,,,,,"535,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,CT-04,NA,Dem,House,no,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Himes,Jim,CT-04,https://ballotpedia.org/Jim_Himes,Dem,House,yes,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlen,Brian,CT-04,https://ballotpedia.org/Brian_Merlen,Dem,House,no,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elgin,T.J.,CT-04,https://ballotpedia.org/T.J._Elgin,Rep,House,no,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goldstein,Michael,CT-04,https://ballotpedia.org/Michael_Goldstein_(Connecticut),Rep,House,no,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddle,Jonathan,CT-04,https://ballotpedia.org/Jonathan_Riddle,Rep,House,no,,,,,,,,,,,"496,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayes,Jahana,CT-05,https://ballotpedia.org/Jahana_Hayes,Dem,House,yes,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barresi,Peter Robert,CT-05,https://ballotpedia.org/Peter_Robert_Barresi,Rep,House,no,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyde,Robert,CT-05,https://ballotpedia.org/Robert_Hyde,Rep,House,no,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meehan,Ryan,CT-05,https://ballotpedia.org/Ryan_Meehan,Rep,House,no,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodriguez,Ruben,CT-05,https://ballotpedia.org/Ruben_Rodriguez,Rep,House,no,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan,David Xavier,CT-05,https://ballotpedia.org/David_Xavier_Sullivan_(Connecticut),Rep,House,no,,,,,,,,,,,"511,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeGette,Diana,CO-01,https://ballotpedia.org/Diana_DeGette,Dem,House,yes,,,,,,,,,,,"619,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratschler,Meghan,CO-01,https://ballotpedia.org/Meghan_Pratschler,Dem,House,no,,,,,,,,,,,"619,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winters,Charlie Madison,CO-01,https://ballotpedia.org/Charlie_Madison_Winters,Dem,House,no,,,,,,,,,,,"619,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camp,Joseph,CO-01,https://ballotpedia.org/Joseph_Camp,Ind,House,no,,,,,,,,,,,"619,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neguse,Joe,CO-02,https://ballotpedia.org/Joe_Neguse,Dem,House,yes,,,,,,,,,,,"619,349",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutcher ,William,CO-02,https://ballotpedia.org/William_Cutcher ,Rep,House,no,,,,,,,,,,,"619,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winn,Charles,CO-02,https://ballotpedia.org/Charles_Winn,Rep,House,no,,,,,,,,,,,"619,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matyi,Mark,CO-02,https://ballotpedia.org/Mark_Matyi,None,House,no,,,,,,,,,,,"619,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson,Alex,CO-02,https://ballotpedia.org/Alex_Johnson_(Colorado),Ind,House,no,,,,,,,,,,,"619,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tipton,Scott,CO-03,https://ballotpedia.org/Scott_Tipton,Rep,House,yes,,,,,,,,,,,"619,285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boebert,Lauren,CO-03,https://ballotpedia.org/Lauren_Boebert,Rep,House,no,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsch Bush,Diane,CO-03,https://ballotpedia.org/Diane_Mitsch_Bush,Dem,House,no,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iacino,James,CO-03,https://ballotpedia.org/James_Iacino,Dem,House,no,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Routledge,Root,CO-03,https://ballotpedia.org/Root_Routledge,Dem,House,no,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moser,Robert,CO-03,https://ballotpedia.org/Robert_Moser,Ind,House,no,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buck ,Ken,CO-04,https://ballotpedia.org/Ken_Buck ,Rep,House,yes,,,,,,,,,,,"565,901",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCorkle,Isaac,CO-04,https://ballotpedia.org/Isaac_McCorkle,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGannon,James,CO-04,https://ballotpedia.org/James_McGannon,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomitsch,Melanie Diane,CO-04,https://ballotpedia.org/Melanie_Diane_Tomitsch,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamborn,Doug,CO-05,https://ballotpedia.org/Doug_Lamborn,Rep,House,yes,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
English,George,CO-05,NA,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeland,Jillian,CO-05,https://ballotpedia.org/Jillian_Freeland,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas,Ryan,CO-05,https://ballotpedia.org/Ryan_Lucas,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanchez,Mario,CO-05,https://ballotpedia.org/Mario_Sanchez,Dem,House,no,,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crow,Jason,CO-06,https://ballotpedia.org/Jason_Crow,Dem,House,yes,Male,,,,,,,,,,"598,599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kulikowski,Jaimie,CO-06,https://ballotpedia.org/Jaimie_Kulikowski,Dem,House,no,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez,Ryan,CO-06,https://ballotpedia.org/Ryan_Gonzalez,Rep,House,no,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
House,Steve,CO-06,https://ballotpedia.org/Steve_House,Rep,House,no,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockham,Casper,CO-06,https://ballotpedia.org/Casper_Stockham,Rep,House,no,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szemler,John,CO-06,https://ballotpedia.org/John_Szemler,Rep,House,no,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perlmutter,Ed,CO-07,https://ballotpedia.org/Ed_Perlmutter,Dem,House,yes,,,,,,,,,,,"567,801",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay,Nathan,CO-07,https://ballotpedia.org/Nathan_Clay,Dem,House,no,,,,,,,,,,,"576,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malgieri,Anthony,CO-07,https://ballotpedia.org/Anthony_Malgieri,Ind,House,no,,,,,,,,,,,"576,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,DE-AL,https://ballotpedia.org/_Open,Dem,House,no,,,,,,,,,,,"576,138",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,DE-AL,https://ballotpedia.org/_Open,Rep,House,no,,,,,,,,,,,"720,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehr,Phil,FL-01,https://ballotpedia.org/Phil_Ehr,Dem,House,no,,,,,,,,,,,"720,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard,Cheryl,FL-01,NA,Dem,House,no,,,,,,,,,,,"601,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mills,John,FL-01,NA,Rep,House,no,,,,,,,,,,,"601,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Anderson Romagnano,Chase,FL-01,NA,Rep,House,no,,,,,,,,,,,"601,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosas,Emily,FL-01,NA,Rep,House,no,,,,,,,,,,,"601,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson Anderson,Willie,FL-02,NA,Dem,House,no ,,,,,,,,,,,"601,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open,,FL-02,https://ballotpedia.org/_Open,Rep,House,no,,,,,,,,,,,"573,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christensen,Adam,FL-03,NA,Dem,House,no,,,,,,,,,,,"573,718",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dodds,Philip,FL-03,https://ballotpedia.org/Philip_Dodds,Dem,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rowe,Richard Allen,FL-03,NA,Dem,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wells,Tom,FL-03,NA,Dem,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cammack,Kat,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chamberlin,Ryan,FL-03,https://ballotpedia.org/Ryan_Chamberlin,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase,Todd,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Engelbrecht,Bill,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinn,Kent,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Millado,Joe,FL-03,https://ballotpedia.org/Joe_Dallas_Millado,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pope Wells,Amy,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rollins,Gavin,FL-03,https://ballotpedia.org/Gavin_Rollins,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapp,Judson,FL-03,https://ballotpedia.org/Judson_Sapp,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. George,James,FL-03,NA,Rep,House,no,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rutherford,John,FL-04,https://ballotpedia.org/John_Rutherford_(Florida),Rep,House,yes,,,,,,,,,,,"579,993",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aguilar ,Erick,FL-04,https://ballotpedia.org/Erick_Aguilar ,Rep,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gleichauf,Robbi,FL-04,https://ballotpedia.org/Robbi_Gleichauf,Rep,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
White ,John,FL-04,NA,Rep,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deegan,Donna,FL-04,https://ballotpedia.org/Donna_Deegan,Dem,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagle,Christopher,FL-04,https://ballotpedia.org/Christopher_Eagle,Ind,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abenchuchan,Isaiah,FL-05,NA,Dem,House,no,,,,,,,,,,,"614,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chester,Albert,FL-05,NA,Dem,House,no,,,,,,,,,,,"541,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holloway,LaShonda,FL-05,NA,Dem,House,no,,,,,,,,,,,"541,992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
