	Name	First Name	District	ballotpedia.org	Party	Election	Incumbent	Sex
1194	Larios-Elias	Citlaly	NV-01	https://ballotpedia.org/Citlaly_Larios-Elias	Rep	House	no	NA
1195	Bakari	Kamau	NV-01	https://ballotpedia.org/Kamau_Bakari	Ind. American Party	House	no	NA
1196	Van Strawder	Robert	NV-01	https://ballotpedia.org/Robert_Van_Strawder	Lib	House	no	NA
1197	Maridon	Joseph Jr.	NV-01	https://ballotpedia.org/Joseph_Maridon_Jr.	Ind	House	no	NA
1198	Amodei	Mark	NV-02	https://ballotpedia.org/Mark_Amodei	Rep	House	yes	NA
1199	Beck	Joel	NV-02	https://ballotpedia.org/Joel_Beck	Rep	House	no	NA
1200	Hurley	Jesse	NV-02	https://ballotpedia.org/Jesse_Hurley	Rep	House	no	NA
1201	Ackerman	Patricia	NV-02	https://ballotpedia.org/Patricia_Ackerman	Dem	House	no	NA
1202	Cohen	Ed	NV-02	https://ballotpedia.org/Ed_Cohen	Dem	House	no	NA
1203	Hernandez	Reynaldo	NV-02	https://ballotpedia.org/Reynaldo_Hernandez	Dem	House	no	NA
1204	Koble	Clint	NV-02	https://ballotpedia.org/Clint_Koble	Dem	House	no	NA
1205	Luetkehans	Ian	NV-02	https://ballotpedia.org/Ian_Luetkehans	Dem	House	no	NA
1206	Schiffman	Steven	NV-02	https://ballotpedia.org/Steven_Schiffman	Dem	House	no	NA
1207	Shepherd	Rick	NV-02	https://ballotpedia.org/Rick_Shepherd	Dem	House	no	NA
1208	Hansen	Janine	NV-02	https://ballotpedia.org/Janine_Hansen	Ind. American Party	House	no	NA
1209	Dunn	Richard	NV-02	https://ballotpedia.org/Richard_Dunn	Ind	House	no	NA
1210	Lee	Susie	NV-03	https://ballotpedia.org/Susie_Lee	Dem	House	yes	Female
1211	Sullivan	Dennis	NV-03	https://ballotpedia.org/Dennis_Sullivan	Dem	House	no	NA
1212	Watson	Tiffany Ann	NV-03	https://ballotpedia.org/Tiffany_Ann_Watson	Dem	House	no	NA
1213	Nadell	Brian	NV-03	https://ballotpedia.org/Brian_Nadell	Rep	House	no	NA
1214	Newberry	Corwin	NV-03	https://ballotpedia.org/Corwin_Newberry	Rep	House	no	NA
1215	Robinson	Mindy	NV-03	https://ballotpedia.org/Mindy_Robinson	Rep	House	no	NA
1216	Rodimer	Daniel	NV-03	https://ballotpedia.org/Daniel_Rodimer	Rep	House	no	NA
1217	Schwartz	Dan	NV-03	https://ballotpedia.org/Dan_Schwartz	Rep	House	no	NA
1218	Willert	Victor	NV-03	https://ballotpedia.org/Victor_Willert	Rep	House	no	NA
1219	Bridges	Edward II	NV-03	https://ballotpedia.org/Edward_Bridges_II	Ind. American Party	House	no	NA
1220	Brown	Steven	NV-03	https://ballotpedia.org/Steven_Brown_(Nevada)	Lib	House	no	NA
1221	Crispin	Gary	NV-03	https://ballotpedia.org/Gary_Crispin	Ind	House	no	NA
1222	Horsford	Steven	NV-04	https://ballotpedia.org/Steven_Horsford	Dem	House	yes	Male
1223	Brucato	George	NV-04	https://ballotpedia.org/George_Brucato	Dem	House	no	NA
1224	Colley	Christopher	NV-04	https://ballotpedia.org/Christopher_Colley	Dem	House	no	NA
1225	D'Ayr	Gabrielle	NV-04	https://ballotpedia.org/Gabrielle_D'Ayr	Dem	House	no	NA
1226	Eason	Jennifer	NV-04	https://ballotpedia.org/Jennifer_Eason	Dem	House	no	NA
1227	Kempton	Gregory	NV-04	https://ballotpedia.org/Gregory_Kempton	Dem	House	no	NA
1228	Bingham	Rosalie	NV-04	https://ballotpedia.org/Rosalie_Bingham	Rep	House	no	NA
1229	Blundo	Leo	NV-04	https://ballotpedia.org/Leo_Blundo	Rep	House	no	NA
1230	Marchant	Jim	NV-04	https://ballotpedia.org/Jim_Marchant	Rep	House	no	NA
1231	Navarro	Charles	NV-04	https://ballotpedia.org/Charles_Navarro	Rep	House	no	NA
1232	Peters	Sam	NV-04	https://ballotpedia.org/Sam_Peters	Rep	House	no	NA
1233	Reed	Randi	NV-04	https://ballotpedia.org/Randi_Reed	Rep	House	no	NA
1234	Song Sutton	Lisa	NV-04	https://ballotpedia.org/Lisa_Song_Sutton	Rep	House	no	NA
1235	Wood	Rebecca	NV-04	https://ballotpedia.org/Rebecca_Wood	Rep	House	no	NA
1236	Rubinson	Barry	NV-04	https://ballotpedia.org/Barry_Rubinson	Ind. American Party	House	no	NA
1237	Royce Esteban	Jonathan	NV-04	https://ballotpedia.org/Jonathan_Royce_Esteban	Lib	House	no	NA
1238	Zeldin	Lee	NY-01	https://ballotpedia.org/Lee_Zeldin	Rep	House	yes	Male
1239	Gokhshtein	David	NY-01	https://ballotpedia.org/David_Gokhshtein	Rep	House	no	NA
1240	Fischer	Greg	NY-01	https://ballotpedia.org/Greg_Fischer_(New_York)	Dem	House	no	NA
1241	Fleming	Bridget M.	NY-01	https://ballotpedia.org/Bridget_M._Fleming	Dem	House	no	NA
1242	Gershon	Perry	NY-01	https://ballotpedia.org/Perry_Gershon	Dem	House	no	NA
1243	Goroff	Nancy	NY-01	https://ballotpedia.org/Nancy_Goroff	Dem	House	no	NA
1244	Nascimbene	Luca	NY-01	https://ballotpedia.org/Luca_Nascimbene	Ind	House	no	NA
1245	Ellerup	Johanna	NY-02	https://ballotpedia.org/Johanna_Ellerup	Dem	House	no	NA
1246	Gomez	Kevin	NY-02	https://ballotpedia.org/Kevin_Gomez	Dem	House	no	NA
1247	Gordon	Jackie	NY-02	https://ballotpedia.org/Jackie_Gordon	Dem	House	no	NA
1248	Maher	Patricia	NY-02	https://ballotpedia.org/Patricia_Maher	Dem	House	no	NA
1249	Sax	Mike	NY-02	https://ballotpedia.org/Mike_Sax	Dem	House	no	NA
1250	Bergin Weichbrodt	Trish	NY-02	https://ballotpedia.org/Trish_Bergin_Weichbrodt	Rep	House	no	NA
1251	Garbarino	Andrew	NY-02	https://ballotpedia.org/Andrew_Garbarino	Rep	House	no	NA
1252	Kudler	Robert	NY-02	https://ballotpedia.org/Robert_Kudler	Rep	House	no	NA
1253	LiPetri	Michael	NY-02	https://ballotpedia.org/Michael_LiPetri	Rep	House	no	NA
1254	Ross	Daniel	NY-02	https://ballotpedia.org/Daniel_Ross_(U.S._House,_New_York)	Ind	House	no	NA
1255	D'Arrigo	Melanie	NY-03	https://ballotpedia.org/Melanie_D'Arrigo	Dem	House	no	NA
1256	Weinstock	Michael	NY-03	https://ballotpedia.org/Michael_Weinstock	Dem	House	no	NA
1257	Devolder-Santos	George	NY-03	https://ballotpedia.org/George_Devolder-Santos	Rep	House	no	NA
1258	Rice	Kathleen	NY-04	https://ballotpedia.org/Kathleen_Rice	Dem	House	yes	NA
1259	Hussein	Azeem	NY-04	https://ballotpedia.org/Azeem_Hussein	Dem	House	no	NA
1260	LeBlanc	David	NY-04	https://ballotpedia.org/David_LeBlanc_(New_York)	Dem	House	no	NA
1261	Grosz	Cindy	NY-04	https://ballotpedia.org/Cindy_Grosz	Rep	House	no	NA
1262	Raiser	Steve	NY-04	https://ballotpedia.org/Steve_Raiser	Rep	House	no	NA
1263	Meeks	Gregory W.	NY-05	https://ballotpedia.org/Gregory_Meeks	Dem	House	yes	NA
1264	Chowdhury	Shaniyat	NY-05	https://ballotpedia.org/Shaniyat_Chowdhury	Dem	House	no	NA
1265	Open	NA	NY-05	NA	Rep	House	no	NA
1266	Lal	Amit	NY-05	https://ballotpedia.org/Amit_Lal	Ind	House	no	NA
1267	Sanchez	Jay	NY-05	https://ballotpedia.org/Jay_Sanchez	Ind	House	no	NA
1268	Meng	Grace	NY-06	https://ballotpedia.org/Grace_Meng	Dem	House	yes	NA
1269	Choi	Sandra	NY-06	https://ballotpedia.org/Sandra_Choi	Dem	House	no	NA
1270	DiBono	Matthew	NY-06	https://ballotpedia.org/Matthew_DiBono	Dem	House	no	NA
1271	Gagarin	Melquiades	NY-06	https://ballotpedia.org/Melquiades_Gagarin	Dem	House	no	NA
1272	Zmich	Thomas	NY-06	https://ballotpedia.org/Thomas_Zmich	Rep	House	no	NA
1273	Omere	Iroghama	NY-07	https://ballotpedia.org/Iroghama_Omere	Dem	House	no	NA
1274	Prince	Paperboy	NY-07	https://ballotpedia.org/Paperboy_Prince	Dem	House	no	NA
1275	Pereira	Avery	NY-07	https://ballotpedia.org/Avery_Pereira	Rep	House	no	NA
1276	Jeffries	Hakeem	NY-08	https://ballotpedia.org/Hakeem_Jeffries	Dem	House	yes	NA
1277	Garcia	Abe	NY-08	https://ballotpedia.org/Abe_Garcia	Dem	House	no	NA
1278	Wallace	Garfield	NY-08	https://ballotpedia.org/Garfield_Wallace	Rep	House	no	NA
1279	Clarke	Yvette D.	NY-09	https://ballotpedia.org/Yvette_Clarke	Dem	House	yes	NA
1280	Bunkeddeko	Adem	NY-09	https://ballotpedia.org/Adem_Bunkeddeko	Dem	House	no	NA
1281	Deutsch	Chaim M.	NY-09	https://ballotpedia.org/Chaim_Deutsch	Dem	House	no	NA
1282	Gayot	Lutchi	NY-09	https://ballotpedia.org/Lutchi_Gayot	Dem	House	no	NA
1283	Hubbard	Alexander	NY-09	https://ballotpedia.org/Alexander_Hubbard	Dem	House	no	NA
1284	James	Isiah	NY-09	https://ballotpedia.org/Isiah_James	Dem	House	no	NA
1285	Jean-Pierre	Constantine	NY-09	https://ballotpedia.org/Constantine_Jean-Pierre	Rep	House	no	NA
1286	Anabilah-Azumah	Joel	NY-09	https://ballotpedia.org/Joel_Anabilah-Azumah	Ind	House	no	NA
1287	Nadler	Jerrold	NY-10	https://ballotpedia.org/Jerrold_Nadler	Dem	House	yes	NA
1288	Boylan	Lindsey	NY-10	https://ballotpedia.org/Lindsey_Boylan	Dem	House	no	NA
1289	Hendricks	Darryl	NY-10	https://ballotpedia.org/Darryl_Hendricks_(New_York)	Dem	House	no	NA
1290	Herzog	Jonathan	NY-10	https://ballotpedia.org/Jonathan_Herzog	Dem	House	no	NA
1291	Lynch	Holly	NY-10	https://ballotpedia.org/Holly_Lynch	Dem	House	no	NA
1292	Wyman	Bob	NY-10	https://ballotpedia.org/Bob_Wyman	Dem	House	no	NA
1293	Bernstein	Cathy	NY-10	https://ballotpedia.org/Cathy_Bernstein	Rep	House	no	NA
1294	Stevenson	Dylan	NY-10	https://ballotpedia.org/Dylan_Stevenson	Rep	House	no	NA
1295	Nigro	Jeanne	NY-10	https://ballotpedia.org/Jeanne_Nigro	Ind	House	no	NA
1296	Rose	Max	NY-11	https://ballotpedia.org/Max_Rose	Dem	House	yes	Male
1297	Caldarera	Joe	NY-11	https://ballotpedia.org/Joe_Caldarera	Rep	House	no	NA
1298	Malliotakis	Nicole	NY-11	https://ballotpedia.org/Nicole_Malliotakis	Rep	House	no	NA
1299	Maloney	Carolyn B.	NY-12	https://ballotpedia.org/Carolyn_Maloney	Dem	House	yes	NA
1300	Ashcraft	Lauren	NY-12	https://ballotpedia.org/Lauren_Ashcraft	Dem	House	no	NA
1301	Harrison	Peter	NY-12	https://ballotpedia.org/Peter_Harrison_(New_York)	Dem	House	no	NA
1302	Patel	Suraj	NY-12	https://ballotpedia.org/Suraj_Patel	Dem	House	no	NA
1303	Santiago-Cano	Carlos	NY-12	https://ballotpedia.org/Carlos_Santiago-Cano	Rep	House	no	NA
1304	Habersham	Richard	NY-13	https://ballotpedia.org/Richard_Habersham	Dem	House	no	NA
1305	Felton Keith	James	NY-13	https://ballotpedia.org/James_Felton_Keith	Dem	House	no	NA
1306	Lopez	Pedro	NY-13	https://ballotpedia.org/Pedro_Lopez_(New_York)	Dem	House	no	NA
1307	Rodriguez	Ramon	NY-13	https://ballotpedia.org/Ramon_Rodriguez	Dem	House	no	NA
1308	Gwinn	Lovelynn	NY-13	https://ballotpedia.org/Lovelynn_Gwinn	Rep	House	no	NA
1309	Ocasio-Cortez	Alexandria	NY-14	https://ballotpedia.org/Alexandria_Ocasio-Cortez	Dem	House	yes	NA
1310	Caruso-Cabrera	Michelle	NY-14	https://ballotpedia.org/Michelle_Caruso-Cabrera	Dem	House	no	NA
1311	Dillon	James	NY-14	https://ballotpedia.org/James_Dillon_(New_York)	Dem	House	no	NA
1312	Khan	Badrun	NY-14	https://ballotpedia.org/Badrun_Khan	Dem	House	no	NA
1313	Velazquez	Jose	NY-14	https://ballotpedia.org/Jose_Velazquez	Dem	House	no	NA
1314	Butler	Jineea	NY-14	https://ballotpedia.org/Jineea_Butler	Rep	House	no	NA
1315	Ortega Cruz	Israel	NY-14	https://ballotpedia.org/Israel_Ortega_Cruz	Rep	House	no	NA
1316	Cummings	John	NY-14	https://ballotpedia.org/John_Cummings_(New_York)	Rep	House	no	NA
1317	Hernandez	Miguel	NY-14	https://ballotpedia.org/Miguel_Hernandez	Rep	House	no	NA
1318	Murray	Scherie	NY-14	https://ballotpedia.org/Scherie_Murray	Rep	House	no	NA
1319	Papazian	Ruth	NY-14	https://ballotpedia.org/Ruth_Papazian	Rep	House	no	NA
1320	Solano	Rey	NY-14	https://ballotpedia.org/Rey_Solano	Rep	House	no	NA
1321	Tucker	Antoine	NY-14	https://ballotpedia.org/Antoine_Tucker	Rep	House	no	NA
1322	Basora	Frangell	NY-15	https://ballotpedia.org/Frangell_Basora	Dem	House	no	NA
1323	Blake	Michael	NY-15	https://ballotpedia.org/Michael_Blake	Dem	House	no	NA
1324	Cintron	Marlene	NY-15	https://ballotpedia.org/Marlene_Cintron	Dem	House	no	NA
1325	Diaz	Ruben Sr.	NY-15	https://ballotpedia.org/Ruben_Diaz_Sr.	Dem	House	no	NA
1326	Franks	David Philip Jr.	NY-15	https://ballotpedia.org/David_Philip_Franks_Jr.	Dem	House	no	NA
1327	Lopez	Samelys	NY-15	https://ballotpedia.org/Samelys_Lopez	Dem	House	no	NA
1328	Mark-Viverito	Melissa	NY-15	https://ballotpedia.org/Melissa_Mark-Viverito	Dem	House	no	NA
1329	Newsome	Chivona	NY-15	https://ballotpedia.org/Chivona_Newsome	Dem	House	no	NA
1330	Ortiz	Jonathan	NY-15	https://ballotpedia.org/Jonathan_Ortiz	Dem	House	no	NA
1331	Pabon	Julio	NY-15	https://ballotpedia.org/Julio_Pabon	Dem	House	no	NA
1332	Ramos	Tomas	NY-15	https://ballotpedia.org/Tomas_Ramos	Dem	House	no	NA
1333	Rodriguez	Ydanis	NY-15	https://ballotpedia.org/Ydanis_Rodriguez	Dem	House	no	NA
1334	Tapper	Marlene	NY-15	https://ballotpedia.org/Marlene_Tapper	Dem	House	no	NA
1335	Torres	Ritchie	NY-15	https://ballotpedia.org/Ritchie_Torres	Dem	House	no	NA
1336	Molina	Orlando	NY-15	https://ballotpedia.org/Orlando_Molina	Rep	House	no	NA
1337	Delices	Patrick	NY-15	https://ballotpedia.org/Patrick_Delices	Conservative Party	House	no	NA
1338	Engel	Eliot	NY-16	https://ballotpedia.org/Eliot_Engel	Dem	House	yes	NA
1339	Belvin	Kenneth	NY-16	https://ballotpedia.org/Kenneth_Belvin	Dem	House	no	NA
1340	Bowman	Jamaal	NY-16	https://ballotpedia.org/Jamaal_Bowman	Dem	House	no	NA
1341	Fink	Chris	NY-16	https://ballotpedia.org/Chris_Fink	Dem	House	no	NA
1342	Ghebreghiorgis	Andom	NY-16	https://ballotpedia.org/Andom_Ghebreghiorgis	Dem	House	no	NA
1343	Ravelo	Sammy	NY-16	https://ballotpedia.org/Sammy_Ravelo	Dem	House	no	NA
1344	Open	NA	NY-16	NA	Rep	House	no	NA
1345	Buchwald	David	NY-17	https://ballotpedia.org/David_Buchwald	Dem	House	no	NA
1346	Carlucci	David	NY-17	https://ballotpedia.org/David_Carlucci	Dem	House	no	NA
1347	Castleberry-Hernandez	Asha	NY-17	https://ballotpedia.org/Asha_Castleberry-Hernandez	Dem	House	no	NA
1348	Farkas	Evelyn	NY-17	https://ballotpedia.org/Evelyn_Farkas	Dem	House	no	NA
1349	Fine	Allison	NY-17	https://ballotpedia.org/Allison_Fine	Dem	House	no	NA
1350	Guin	Delter	NY-17	https://ballotpedia.org/Delter_Guin	Dem	House	no	NA
1351	Jabbour	John	NY-17	https://ballotpedia.org/John_Jabbour	Dem	House	no	NA
1352	Jackson	Duane	NY-17	https://ballotpedia.org/Duane_Jackson	Dem	House	no	NA
1353	Jones	Mondaire	NY-17	https://ballotpedia.org/Mondaire_Jones	Dem	House	no	NA
1354	Katz	David	NY-17	https://ballotpedia.org/David_Katz_(New_York)	Dem	House	no	NA
1355	Osoria	Lola	NY-17	https://ballotpedia.org/Lola_Osoria	Dem	House	no	NA
1356	Parker	Catherine	NY-17	https://ballotpedia.org/Catherine_Parker	Dem	House	no	NA
1357	Rodriguez-Wheeler	Jo-Anna	NY-17	https://ballotpedia.org/Jo-Anna_Rodriguez-Wheeler	Dem	House	no	NA
1358	Schleifer	Adam	NY-17	https://ballotpedia.org/Adam_Schleifer	Dem	House	no	NA
1359	Buchanan	Jarred	NY-17	https://ballotpedia.org/Jarred_Buchanan	Rep	House	no	NA
1360	Gottesfeld	Yehudis	NY-17	https://ballotpedia.org/Yehudis_Gottesfeld	Rep	House	no	NA
1361	McArdle Schulman	Maureen	NY-17	https://ballotpedia.org/Maureen_McArdle_Schulman	Rep	House	no	NA
1362	Maloney	Sean	NY-18	https://ballotpedia.org/Sean_Maloney	Dem	House	yes	Male
1363	Farley	Chele	NY-18	https://ballotpedia.org/Chele_Farley	Rep	House	no	NA
1364	Smith	Scott	NY-18	https://ballotpedia.org/Scott_Smith_(New_York)	Ind	House	no	NA
1365	Delgado	Antonio	NY-19	https://ballotpedia.org/Antonio_Delgado_(New_York)	Dem	House	yes	Male
1366	German	Tony	NY-19	https://ballotpedia.org/Tony_German	Rep	House	no	NA
1367	Hawatmeh	Ola	NY-19	https://ballotpedia.org/Ola_Hawatmeh	Rep	House	no	NA
1368	Roth	Mike	NY-19	https://ballotpedia.org/Mike_Roth	Rep	House	no	NA
1369	Van De Water	Kyle	NY-19	https://ballotpedia.org/Kyle_Van_De_Water	Rep	House	no	NA
1370	Tonko	Paul	NY-20	https://ballotpedia.org/Paul_Tonko	Dem	House	yes	NA
1371	Seaburg	Riley	NY-20	https://ballotpedia.org/Riley_Seaburg	Dem	House	no	NA
1372	Joy	Elizabeth	NY-20	https://ballotpedia.org/Elizabeth_Joy	Rep	House	no	NA
1373	Seney	Michael	NY-20	https://ballotpedia.org/Michael_Seney	Rep	House	no	NA
1374	Stefanik	Elise	NY-21	https://ballotpedia.org/Elise_Stefanik	Rep	House	yes	NA
1375	Cobb	Tedra	NY-21	https://ballotpedia.org/Tedra_Cobb	Dem	House	no	NA
1376	Brindisi	Anthony	NY-22	https://ballotpedia.org/Anthony_Brindisi	Dem	House	yes	Male
1377	Phillips	George	NY-22	https://ballotpedia.org/George_Phillips_(New_York)	Rep	House	no	NA
1378	Sager	Franklin	NY-22	https://ballotpedia.org/Franklin_Sager	Rep	House	no	NA
1379	Tenney	Claudia	NY-22	https://ballotpedia.org/Claudia_Tenney	Rep	House	no	NA
1380	Reed	Tom	NY-23	https://ballotpedia.org/Tom_Reed_(New_York)	Rep	House	yes	NA
1381	Mitrano	Tracy	NY-23	https://ballotpedia.org/Tracy_Mitrano	Dem	House	no	NA
1382	Noren	Scott	NY-23	https://ballotpedia.org/Scott_Noren	Dem	House	no	NA
1383	Katko	John	NY-24	https://ballotpedia.org/John_Katko	Rep	House	yes	Male
1384	Balter	Dana	NY-24	https://ballotpedia.org/Dana_Balter	Dem	House	no	NA
1385	Conole	Francis	NY-24	https://ballotpedia.org/Francis_Conole	Dem	House	no	NA
1386	Wilt	Robin	NY-25	https://ballotpedia.org/Robin_Wilt	Dem	House	no	NA
1387	Mitris	George	NY-25	https://ballotpedia.org/George_Mitris	Rep	House	no	NA
1388	Egriu	Emin Eddie	NY-26	https://ballotpedia.org/Emin_Eddie_Egriu	Dem	House	no	NA
1389	Donovan	Ricky Sr.	NY-26	https://ballotpedia.org/Ricky_Donovan,_Sr.	Rep	House	no	NA
1390	McMurray	Nate	NY-27	https://ballotpedia.org/Nate_McMurray	Dem	House	no	NA
1391	Jacobs	Christopher	NY-27	https://ballotpedia.org/Christopher_Jacobs	Rep	House	no	NA
1392	Mychajliw	Stefan Jr.	NY-27	https://ballotpedia.org/Stefan_Mychajliw_Jr.	Rep	House	no	NA
1393	Parlato	Beth	NY-27	https://ballotpedia.org/Beth_Parlato	Rep	House	no	NA
1394	Smierciak	Franklin II	NY-27	https://ballotpedia.org/Frank_Smierciak_II	Rep	House	no	NA
1395	Whitmer	Duane	NY-27	https://ballotpedia.org/Duane_Whitmer	Lib	House	no	NA
1396	Chabot	Steve	OH-01	https://ballotpedia.org/Steve_Chabot	Rep	House	yes	Male
1397	Foster	Nikki	OH-01	https://ballotpedia.org/Nikki_Foster	Dem	House	no	NA
1398	Schroder	Kate	OH-01	https://ballotpedia.org/Kate_Schroder	Dem	House	no	NA
1399	Kahn	Kevin	OH-01	https://ballotpedia.org/Kevin_Kahn	Lib	House	no	NA
1400	Wenstrup	Brad	OH-02	https://ballotpedia.org/Brad_Wenstrup	Rep	House	yes	NA
1401	Harris	H. Robert	OH-02	https://ballotpedia.org/H._Robert_Harris	Rep	House	no	NA
1402	Castle	Jaime	OH-02	https://ballotpedia.org/Jaime_Castle	Dem	House	no	NA
1403	Beatty	Joyce	OH-03	https://ballotpedia.org/Joyce_Beatty	Dem	House	yes	NA
1404	Harper	Morgan	OH-03	https://ballotpedia.org/Morgan_Harper	Dem	House	no	NA
1405	Dulaney	Cleophus	OH-03	https://ballotpedia.org/Cleophus_Dulaney	Rep	House	no	NA
1406	Richardson	Mark	OH-03	https://ballotpedia.org/Mark_Richardson_(Ohio)	Rep	House	no	NA
1407	Moss	Nicholas	OH-03	https://ballotpedia.org/Nicholas_Moss	Ind	House	no	NA
1408	Jordan	Jim	OH-04	https://ballotpedia.org/Jim_Jordan_(Ohio)	Rep	House	yes	NA
1409	Freshour	Shannon	OH-04	https://ballotpedia.org/Shannon_Freshour	Dem	House	no	NA
1410	Larsen	Mike	OH-04	https://ballotpedia.org/Mike_Larsen	Dem	House	no	NA
1411	Sites	Jeffrey	OH-04	https://ballotpedia.org/Jeffrey_Sites	Dem	House	no	NA
1412	Perkins	Steve	OH-04	https://ballotpedia.org/Steve_Perkins	Lib	House	no	NA
1413	Gibbs	Chris	OH-04	https://ballotpedia.org/Chris_Gibbs	Ind	House	no	NA
1414	Latta	Bob	OH-05	https://ballotpedia.org/Bob_Latta	Rep	House	yes	NA
1415	Carrigan	Xavier	OH-05	https://ballotpedia.org/Xavier_Carrigan	Dem	House	no	NA
1416	Redinger	Gene	OH-05	https://ballotpedia.org/Gene_Redinger	Dem	House	no	NA
1417	Rubando	Nick	OH-05	https://ballotpedia.org/Nick_Rubando	Dem	House	no	NA
1418	Johnson	Bill	OH-06	https://ballotpedia.org/Bill_Johnson_(Ohio)	Rep	House	yes	NA
1419	Morgan	Kenneth	OH-06	https://ballotpedia.org/Kenneth_Morgan_(Ohio)	Rep	House	no	NA
1420	Roberts	Shawna	OH-06	https://ballotpedia.org/Shawna_Roberts	Dem	House	no	NA
1421	Gibbs	Bob	OH-07	https://ballotpedia.org/Bob_Gibbs	Rep	House	yes	NA
1422	Potter	Quentin	OH-07	https://ballotpedia.org/Quentin_Potter	Dem	House	no	NA
1423	Lape	Brandon	OH-07	https://ballotpedia.org/Brandon_Lape	Lib	House	no	NA
1424	Davidson	Warren	OH-08	https://ballotpedia.org/Warren_Davidson	Rep	House	yes	NA
1425	Meer	Edward	OH-08	https://ballotpedia.org/Edward_Meer	Rep	House	no	NA
1426	Enoch	Vanessa	OH-08	https://ballotpedia.org/Vanessa_Enoch	Dem	House	no	NA
1427	Guyette	Matthew	OH-08	https://ballotpedia.org/Matthew_Guyette	Dem	House	no	NA
1428	Kaptur	Marcy	OH-09	https://ballotpedia.org/Marcy_Kaptur	Dem	House	yes	NA
1429	Rosewicz	Peter	OH-09	https://ballotpedia.org/Peter_Rosewicz	Dem	House	no	NA
1430	Barrett	Charles	OH-09	https://ballotpedia.org/Charles_Barrett	Rep	House	no	NA
1431	Connors	Tim	OH-09	https://ballotpedia.org/Tim_Connors_(Ohio)	Rep	House	no	NA
1432	Corrigan	Timothy	OH-09	https://ballotpedia.org/Timothy_Corrigan_(Ohio)	Rep	House	no	NA
1433	Weber	Rob	OH-09	https://ballotpedia.org/Rob_Weber	Rep	House	no	NA
1434	Turner	Michael	OH-10	https://ballotpedia.org/Michael_Turner	Rep	House	yes	NA
1435	Anderson	John	OH-10	https://ballotpedia.org/John_Anderson	Rep	House	no	NA
1436	Flanders	Kathi	OH-10	https://ballotpedia.org/Kathi_Flanders	Rep	House	no	NA
1437	Moyer	Eric	OH-10	https://ballotpedia.org/Eric_Moyer	Dem	House	no	NA
1438	Tims	Desiree	OH-10	https://ballotpedia.org/Desiree_Tims	Dem	House	no	NA
1439	Fudge	Marcia	OH-11	https://ballotpedia.org/Marcia_Fudge	Dem	House	yes	NA
1440	Bell	James Jerome	OH-11	https://ballotpedia.org/James Jerome_Bell	Dem	House	no	NA
1441	Hood	Michael	OH-11	https://ballotpedia.org/Michael_Hood	Dem	House	no	NA
1442	Shabazz	Tariq	OH-11	https://ballotpedia.org/Tariq_Shabazz	Dem	House	no	NA
1443	Gore	Laverne	OH-11	https://ballotpedia.org/Laverne_Gore	Rep	House	no	NA
1444	Schulz	Jonah	OH-11	https://ballotpedia.org/Jonah_Schulz	Rep	House	no	NA
1445	Taylor	Shalira	OH-11	https://ballotpedia.org/Shalira_Taylor	Rep	House	no	NA
1446	Balderson	Troy	OH-12	https://ballotpedia.org/Troy_Balderson	Rep	House	yes	NA
1447	Day	Tim	OH-12	https://ballotpedia.org/Tim_Day	Rep	House	no	NA
1448	Bell	Jennifer	OH-12	https://ballotpedia.org/Jennifer_Bell	Dem	House	no	NA
1449	Shearer	Alaina	OH-12	https://ballotpedia.org/Alaina_Shearer	Dem	House	no	NA
1450	Stewart	John	OH-12	https://ballotpedia.org/John_Stewart	Lib	House	no	NA
1451	Ryan	Tim	OH-13	https://ballotpedia.org/Tim_Ryan	Dem	House	yes	NA
1452	Hagan	Christina	OH-13	https://ballotpedia.org/Christina_Hagan	Rep	House	no	NA
1453	Hennen	Duane	OH-13	https://ballotpedia.org/Duane_Hennen	Rep	House	no	NA
1454	Lyras	Lou	OH-13	https://ballotpedia.org/Lou_Lyras	Rep	House	no	NA
1455	Morckel	Richard	OH-13	https://ballotpedia.org/Richard_Morckel	Rep	House	no	NA
1456	Mormando	Jason	OH-13	https://ballotpedia.org/Jason_Mormando	Rep	House	no	NA
1457	Santos	Robert	OH-13	https://ballotpedia.org/Robert_Santos	Rep	House	no	NA
1458	Truex	Donald	OH-13	https://ballotpedia.org/Donald_Truex	Rep	House	no	NA
1459	Fricke	Michael	OH-13	https://ballotpedia.org/Michael_Fricke	Lib	House	no	NA
1460	Joyce	David	OH-14	https://ballotpedia.org/David_Joyce	Rep	House	yes	NA
1461	Pitrone	Mark	OH-14	https://ballotpedia.org/Mark_Pitrone	Rep	House	no	NA
1462	O'Connor Mueri	Hillary	OH-14	https://ballotpedia.org/Hillary_O'Connor Mueri	Dem	House	no	NA
1463	Stivers	Steve	OH-15	https://ballotpedia.org/Steve_Stivers	Rep	House	yes	NA
1464	Hunt	Shelby	OH-15	https://ballotpedia.org/Shelby_Hunt	Rep	House	no	NA
1465	Kilgore	Daniel	OH-15	https://ballotpedia.org/Daniel_Kilgore	Dem	House	no	NA
1466	Newby	Joel	OH-15	https://ballotpedia.org/Joel_Newby	Dem	House	no	NA
1467	Gonzales	Anthony	OH-16	https://ballotpedia.org/Anthony_Gonzales	Rep	House	yes	NA
1468	Godfrey	Aaron	OH-16	https://ballotpedia.org/Aaron_Godfrey	Dem	House	no	NA
